Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q9H9G7	reviewed	AGO3_HUMAN	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	AGO3 EIF2C3	Homo sapiens (Human)	860	condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]; double-stranded RNA binding [GO:0003725]; endoribonuclease activity, cleaving miRNA-paired mRNA [GO:0090624]; metal ion binding [GO:0046872]; miRNA binding [GO:0035198]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; single-stranded RNA binding [GO:0003727]; miRNA processing [GO:0035196]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; mRNA catabolic process [GO:0006402]; positive regulation of gene expression [GO:0010628]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; pre-miRNA processing [GO:0031054]; regulation of stem cell proliferation [GO:0072091]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; RISC complex assembly [GO:0070922]
Q9H9T3	reviewed	ELP3_HUMAN	Elongator complex protein 3 (hELP3) (EC 2.3.1.311) (tRNA uridine(34) acetyltransferase)	ELP3	Homo sapiens (Human)	547	cytoplasm [GO:0005737]; cytosol [GO:0005829]; elongator holoenzyme complex [GO:0033588]; nucleolus [GO:0005730]; nucleus [GO:0005634]; 4 iron, 4 sulfur cluster binding [GO:0051539]; acetyltransferase activity [GO:0016407]; metal ion binding [GO:0046872]; phosphorylase kinase regulator activity [GO:0008607]; tRNA binding [GO:0000049]; tRNA uridine(34) acetyltransferase activity [GO:0106261]; central nervous system development [GO:0007417]; neuron migration [GO:0001764]; positive regulation of cell migration [GO:0030335]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of translation [GO:0006417]; tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926]; tRNA wobble uridine modification [GO:0002098]
Q9H9Z2	reviewed	LN28A_HUMAN	Protein lin-28 homolog A (Lin-28A) (Zinc finger CCHC domain-containing protein 1)	LIN28A CSDD1 LIN28 ZCCHC1	Homo sapiens (Human)	209	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; P-body [GO:0000932]; rough endoplasmic reticulum [GO:0005791]; G-quadruplex RNA binding [GO:0002151]; miRNA binding [GO:0035198]; mRNA binding [GO:0003729]; pre-miRNA binding [GO:0070883]; protein-RNA adaptor activity [GO:0140517]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; translation initiation factor binding [GO:0031369]; zinc ion binding [GO:0008270]; cellular response to glucose stimulus [GO:0071333]; germ cell development [GO:0007281]; miRNA catabolic process [GO:0010587]; negative regulation of glial cell differentiation [GO:0045686]; negative regulation of pre-miRNA processing [GO:2000632]; negative regulation of translation [GO:0017148]; positive regulation of cell proliferation involved in kidney development [GO:1901724]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of TOR signaling [GO:0032008]; pre-miRNA processing [GO:0031054]; RNA 3'-end processing [GO:0031123]; stem cell differentiation [GO:0048863]; stem cell population maintenance [GO:0019827]
Q9HA38	reviewed	ZMAT3_HUMAN	Zinc finger matrin-type protein 3 (Zinc finger protein WIG-1) (p53-activated gene 608 protein)	ZMAT3 PAG608 WIG1	Homo sapiens (Human)	289	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; apoptotic process [GO:0006915]; DNA damage response [GO:0006974]; protein transport [GO:0015031]
Q9HAU5	reviewed	RENT2_HUMAN	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2	Homo sapiens (Human)	1272	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; exon-exon junction complex [GO:0035145]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]; animal organ regeneration [GO:0031100]; liver development [GO:0001889]; mRNA export from nucleus [GO:0006406]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]
Q9HAV4	reviewed	XPO5_HUMAN	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5 KIAA1291 RANBP21	Homo sapiens (Human)	1204	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RISC complex [GO:0016442]; RNA nuclear export complex [GO:0042565]; mRNA binding [GO:0003729]; nuclear export signal receptor activity [GO:0005049]; pre-miRNA binding [GO:0070883]; RISC complex binding [GO:1905172]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]; tRNA binding [GO:0000049]; miRNA metabolic process [GO:0010586]; pre-miRNA export from nucleus [GO:0035281]; protein export from nucleus [GO:0006611]; RNA export from nucleus [GO:0006405]
Q9HBD1	reviewed	RC3H2_HUMAN	Roquin-2 (EC 2.3.2.27) (Membrane-associated nucleic acid-binding protein) (RING finger and CCCH-type zinc finger domain-containing protein 2) (RING finger protein 164) (RING-type E3 ubiquitin transferase Roquin-2)	RC3H2 MNAB RNF164	Homo sapiens (Human)	1191	cell surface [GO:0009986]; cytoplasmic stress granule [GO:0010494]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; P-body [GO:0000932]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA stem-loop binding [GO:0035613]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; B cell homeostasis [GO:0001782]; limb development [GO:0060173]; lung alveolus development [GO:0048286]; lymph node development [GO:0048535]; multicellular organism growth [GO:0035264]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; post-embryonic development [GO:0009791]; protein polyubiquitination [GO:0000209]; regulation of miRNA metabolic process [GO:2000628]; spleen development [GO:0048536]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]; T follicular helper cell differentiation [GO:0061470]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9HBL0	reviewed	TENS1_HUMAN	Tensin-1 (EC 3.1.3.-)	TNS1 TNS	Homo sapiens (Human)	1839	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cell-substrate junction assembly [GO:0007044]; fibroblast migration [GO:0010761]
Q9HC16	reviewed	ABC3G_HUMAN	DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.38) (APOBEC-related cytidine deaminase) (APOBEC-related protein) (ARCD) (APOBEC-related protein 9) (ARP-9) (CEM-15) (CEM15) (Deoxycytidine deaminase) (A3G)	APOBEC3G MDS019	Homo sapiens (Human)	384	apolipoprotein B mRNA editing enzyme complex [GO:0030895]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]; cytidine deaminase activity [GO:0004126]; dCTP deaminase activity [GO:0008829]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; base conversion or substitution editing [GO:0016553]; cytidine deamination [GO:0009972]; cytidine to uridine editing [GO:0016554]; defense response to virus [GO:0051607]; DNA cytosine deamination [GO:0070383]; innate immune response [GO:0045087]; negative regulation of single stranded viral RNA replication via double stranded DNA intermediate [GO:0045869]; negative regulation of viral genome replication [GO:0045071]; negative regulation of viral process [GO:0048525]; positive regulation of defense response to virus by host [GO:0002230]; transposable element silencing [GO:0010526]
Q9HC36	reviewed	MRM3_HUMAN	rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)	MRM3 RNMTL1 HC90	Homo sapiens (Human)	420	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039]; rRNA 2'-O-methylation [GO:0000451]; rRNA processing [GO:0006364]
Q9HC52	reviewed	CBX8_HUMAN	Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (hPc3) (Rectachrome 1)	CBX8 PC3 RC1	Homo sapiens (Human)	389	chromatin [GO:0000785]; heterochromatin [GO:0000792]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]; chromatin binding [GO:0003682]; histone H3K27me3 reader activity [GO:0061628]; methylated histone binding [GO:0035064]; single-stranded RNA binding [GO:0003727]; ubiquitin-protein transferase activator activity [GO:0097027]; cellular response to hydrogen peroxide [GO:0070301]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of DNA repair [GO:0045739]
Q9HCD5	reviewed	NCOA5_HUMAN	Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA)	NCOA5 KIAA1637	Homo sapiens (Human)	579	actin cytoskeleton [GO:0015629]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; chromatin binding [GO:0003682]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]; glucose homeostasis [GO:0042593]; insulin receptor signaling pathway [GO:0008286]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of signal transduction [GO:0009966]
Q9HCE1	reviewed	MOV10_HUMAN	Helicase MOV-10 (EC 3.6.4.13) (Armitage homolog) (Moloney leukemia virus 10 protein)	MOV10 KIAA1631	Homo sapiens (Human)	1003	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleus [GO:0005634]; P granule [GO:0043186]; P-body [GO:0000932]; 5'-3' RNA helicase activity [GO:0032574]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; defense response to virus [GO:0051607]; miRNA-mediated gene silencing by mRNA destabilization [GO:0035279]; miRNA-mediated post-transcriptional gene silencing [GO:0035195]; positive regulation of mRNA catabolic process [GO:0061014]; regulation of neuron projection arborization [GO:0150011]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; transposable element silencing [GO:0010526]; transposable element silencing by mRNA destabilization [GO:0141008]
Q9HCE5	reviewed	MET14_HUMAN	N(6)-adenosine-methyltransferase non-catalytic subunit METTL14 (Methyltransferase-like protein 14) (hMETTL14)	METTL14 KIAA1627	Homo sapiens (Human)	456	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA N6-methyladenosine methyltransferase complex [GO:0036396]; mRNA binding [GO:0003729]; mRNA m(6)A methyltransferase activity [GO:0001734]; forebrain radial glial cell differentiation [GO:0021861]; gliogenesis [GO:0042063]; mRNA destabilization [GO:0061157]; mRNA modification [GO:0016556]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; mRNA stabilization [GO:0048255]; negative regulation of hematopoietic progenitor cell differentiation [GO:1901533]; positive regulation of translation [GO:0045727]; regulation of neuron differentiation [GO:0045664]; response to nutrient levels [GO:0031667]; RNA methylation [GO:0001510]; spermatogenesis [GO:0007283]; stem cell population maintenance [GO:0019827]
Q9HCG8	reviewed	CWC22_HUMAN	Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog) (fSAPb)	CWC22 KIAA1604 NCM	Homo sapiens (Human)	908	catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]; regulation of mRNA splicing, via spliceosome [GO:0048024]
Q9HCJ0	reviewed	TNR6C_HUMAN	Trinucleotide repeat-containing gene 6C protein	TNRC6C KIAA1582	Homo sapiens (Human)	1936	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; P-body [GO:0000932]; RNA binding [GO:0003723]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; miRNA-mediated post-transcriptional gene silencing [GO:0035195]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]
Q9HCK5	reviewed	AGO4_HUMAN	Protein argonaute-4 (Argonaute4) (hAgo4) (Argonaute RISC catalytic component 4) (Eukaryotic translation initiation factor 2C 4) (eIF-2C 4) (eIF2C 4)	AGO4 EIF2C4 KIAA1567	Homo sapiens (Human)	861	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]; double-stranded RNA binding [GO:0003725]; miRNA binding [GO:0035198]; RNA endonuclease activity [GO:0004521]; single-stranded RNA binding [GO:0003727]; male gonad development [GO:0008584]; male meiotic nuclear division [GO:0007140]; miRNA metabolic process [GO:0010586]; miRNA processing [GO:0035196]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; mRNA catabolic process [GO:0006402]; negative regulation of apoptotic process [GO:0043066]; pre-miRNA processing [GO:0031054]; regulation of cell morphogenesis [GO:0022604]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; RISC complex assembly [GO:0070922]; synaptonemal complex assembly [GO:0007130]
Q9HD15	reviewed	SRA1_HUMAN	Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP)	SRA1 PP7684	Homo sapiens (Human)	224	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; steroid receptor RNA activator RNA binding [GO:0002153]; transcription coactivator activity [GO:0003713]; apoptotic process [GO:0006915]; negative regulation of myoblast differentiation [GO:0045662]
Q9HD40	reviewed	SPCS_HUMAN	O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Liver-pancreas antigen) (LP) (SLA-p35) (SLA/LP autoantigen) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (Soluble liver antigen) (SLA) (UGA suppressor tRNA-associated protein) (tRNA(Ser/Sec)-associated antigenic protein)	SEPSECS TRNP48	Homo sapiens (Human)	501	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; O-phosphoseryl-tRNA(Sec) selenium transferase activity [GO:0098621]; tRNA binding [GO:0000049]; conversion of seryl-tRNAsec to selenocys-tRNAsec [GO:0001717]; selenocysteine incorporation [GO:0001514]
Q9NNW5	reviewed	WDR6_HUMAN	tRNA (34-2'-O)-methyltransferase regulator WDR6 (WD repeat-containing protein 6)	WDR6	Homo sapiens (Human)	1121	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; enzyme regulator activity [GO:0030234]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; G1 to G0 transition [GO:0070314]; negative regulation of autophagy [GO:0010507]; negative regulation of cell population proliferation [GO:0008285]; tRNA methylation [GO:0030488]; wobble position ribose methylation [GO:0002130]
Q9NP64	reviewed	ZCC17_HUMAN	Zinc finger CCHC domain-containing protein 17 (Nucleolar protein of 40 kDa) (pNO40) (Pnn-interacting nucleolar protein) (Putative S1 RNA-binding domain protein) (PS1D protein)	ZCCHC17 PS1D HSPC243 HSPC251 LDC4	Homo sapiens (Human)	241	cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; RNA stabilization [GO:0043489]
Q9NP81	reviewed	SYSM_HUMAN	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SARS2 SARSM	Homo sapiens (Human)	518	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049]; mitochondrial seryl-tRNA aminoacylation [GO:0070158]; seryl-tRNA aminoacylation [GO:0006434]
Q9NPD3	reviewed	EXOS4_HUMAN	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A)	EXOSC4 RRP41 SKI6	Homo sapiens (Human)	245	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; euchromatin [GO:0000791]; exosome (RNase complex) [GO:0000178]; intracellular membrane-bounded organelle [GO:0043231]; nuclear exosome (RNase complex) [GO:0000176]; nucleolar exosome (RNase complex) [GO:0101019]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; 3'-5'-RNA exonuclease activity [GO:0000175]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; RNA binding [GO:0003723]; defense response to virus [GO:0051607]; DNA deamination [GO:0045006]; histone mRNA catabolic process [GO:0071044]; maturation of 5.8S rRNA [GO:0000460]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of cell growth [GO:0030307]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; U4 snRNA 3'-end processing [GO:0034475]
